Estimate,Std. Error,df,t value,Pr(>|t|),Pedigree,VI.BLUE,Env.DAP,Vegetation.Index,Env.DAP.Pedigree,DAP,Year,Env
0.00131601115901696,0.00186193769279368,227.218288349781,0.706796561512426,0.480417099534402,W10004_0818/PHZ51,0.319639533440246,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0818/PHZ51,33,2021,TXH3.2021
0.000344458209245986,0.00187421800079628,233.283160056137,0.183787696575126,0.854339657340712,W10004_0820/PHZ51,0.318667980490475,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0820/PHZ51,33,2021,TXH3.2021
0.00324942834361622,0.00186938511339745,231.78326390383,1.73823377554915,0.0834976290840146,W10004_0823/PHZ51,0.321572950624845,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0823/PHZ51,33,2021,TXH3.2021
0.00291894064358064,0.00187077577668985,231.351350789452,1.56028353582032,0.120059754534196,W10004_0827/PHZ51,0.32124246292481,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0827/PHZ51,33,2021,TXH3.2021
0.00505983517940467,0.00186157543893399,227.433104124819,2.71803928735874,0.00707289678783947,W10004_0828/PHZ51,0.323383357460634,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0828/PHZ51,33,2021,TXH3.2021
0.00360303090730025,0.00181409436265158,221.639929006369,1.9861320234929,0.0482507730379437,W10004_0832/PHZ51,0.321926553188529,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0832/PHZ51,33,2021,TXH3.2021
-0.00146393419531497,0.00187472192157183,232.729031906818,-0.780880715411683,0.435666220369168,W10004_0833/PHZ51,0.316859588085914,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0833/PHZ51,33,2021,TXH3.2021
0.00409555696531795,0.0018616447721463,229.54845986358,2.19996694675331,0.0288065825993777,W10004_0834/PHZ51,0.322419079246547,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0834/PHZ51,33,2021,TXH3.2021
0.00345922452400109,0.00180594120218262,215.751919822817,1.91546907497339,0.0567548621676138,W10004_0836/PHZ51,0.32178274680523,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0836/PHZ51,33,2021,TXH3.2021
0.00135357520838677,0.00186633009413136,228.143353520833,0.725260345232102,0.469035569716805,W10004_0842/PHZ51,0.319677097489616,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0842/PHZ51,33,2021,TXH3.2021
0.00385638389930531,0.00185991365900516,228.780850252406,2.07342092501651,0.0392527093985015,W10004_0848/PHZ51,0.322179906180534,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0848/PHZ51,33,2021,TXH3.2021
0.00507704693461096,0.00186934208489154,231.017802666326,2.71595390466242,0.00710816016189733,W10004_0859/PHZ51,0.32340056921584,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0859/PHZ51,33,2021,TXH3.2021
0.00510113962123632,0.00186029158633458,225.86090188818,2.74211831022003,0.00659367044576751,W10004_0866/PHZ51,0.323424661902465,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0866/PHZ51,33,2021,TXH3.2021
0.000416759135324205,0.00185766884857499,228.106926077827,0.224345224739005,0.822689508714955,W10004_0868/PHZ51,0.318740281416553,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0868/PHZ51,33,2021,TXH3.2021
0.00255013048365992,0.00186931406799423,230.89307763325,1.36420654363138,0.173830819587278,W10004_0869/PHZ51,0.320873652764889,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0869/PHZ51,33,2021,TXH3.2021
0.00370436402582577,0.00186198182373489,227.592307696453,1.98947378465559,0.0478460645043325,W10004_0877/PHZ51,0.322027886307055,TXH3.2021.33,RCC,TXH3.2021.33.RCC.PedigreeW10004_0877/PHZ51,33,2021,TXH3.2021
